Entity,Code,Year,"GDP, PPP (constant 2017 international $)",Annual CO₂ emissions,Annual consumption-based CO₂ emissions
Mali,MLI,1995,13971789824,595200,
Mali,MLI,1996,14957608960,646081,
Mali,MLI,1997,15679916032,726665,
Mali,MLI,1998,16867146752,934320,
Mali,MLI,1999,17828732928,970960,
Mali,MLI,2000,17817886720,1066224,
Mali,MLI,2001,20557608960,1161488,
Mali,MLI,2002,21196191744,1209120,
Mali,MLI,2003,23129079808,1245760,
Mali,MLI,2004,23489894400,1406976,
Mali,MLI,2005,25024907264,1454608,
Mali,MLI,2006,26191613952,1535216,
Mali,MLI,2007,27106648064,1788032,
Mali,MLI,2008,28400488448,1956576,
Mali,MLI,2009,29765507072,1886960,
Mali,MLI,2010,31347226624,2088480,
Mali,MLI,2011,32354455552,2279008,
Mali,MLI,2012,32083734528,2436560,
Mali,MLI,2013,32820078592,2743394,
Mali,MLI,2014,35145277440,3099009,
Mali,MLI,2015,37314371584,3270585,
Mali,MLI,2016,39498121216,3336958,
Mali,MLI,2017,41593675776,3549892,
Mali,MLI,2018,43567915008,3674620,
Mali,MLI,2019,45640073216,3853637,
Mali,MLI,2020,45076213760,3928363,
Mali,MLI,2021,,4169757.8,
Malta,MLT,1990,5704590848,2394194,3367544.8
Malta,MLT,1991,6061498368,2238107,3220475.5
Malta,MLT,1992,6345839104,2292080,3464195.8
Malta,MLT,1993,6630180352,2870399,3718613.2
Malta,MLT,1994,7004858880,2647929,3639402.8
Malta,MLT,1995,7449141248,2439420,3698646
Malta,MLT,1996,7730520576,2550535,3849810
Malta,MLT,1997,8136912384,2556728,3589476
Malta,MLT,1998,8553977856,2513582,4738699
Malta,MLT,1999,8957723648,2591822,4177982
Malta,MLT,2000,10720717824,2507257,4599631
Malta,MLT,2001,10594781184,2647718,4729213
Malta,MLT,2002,10866565120,2687784,5020080.5
Malta,MLT,2003,11309277184,2960534,4444907
Malta,MLT,2004,11325139968,2819964,4256690.5
Malta,MLT,2005,11708337152,2644672,3286884.8
Malta,MLT,2006,12002232320,2661658,3866290.8
Malta,MLT,2007,12575303680,2731301,4715440
Malta,MLT,2008,13056480256,2739894,5909806.5
Malta,MLT,2009,12908436480,2527633,4621958
Malta,MLT,2010,13624033280,2589131,5896423
Malta,MLT,2011,13687664640,2577198,8210277.5
Malta,MLT,2012,14251282432,2726207,7905894.5
Malta,MLT,2013,15031306240,2379190,6477736.5
Malta,MLT,2014,16178726912,2364387,7610767
Malta,MLT,2015,17733199872,1665291,8422117
Malta,MLT,2016,18458650624,1356353,9268096
Malta,MLT,2017,19957387264,1530878,8851166
Malta,MLT,2018,20991025152,1546948,10392304
Malta,MLT,2019,22153836544,1649193,9878568
Malta,MLT,2020,20602818560,1599576,8561381
Malta,MLT,2021,,1724154,
Marshall Islands,MHL,1990,156074160,,
Marshall Islands,MHL,1991,156211232,,
Marshall Islands,MHL,1992,167366048,76944,
Marshall Islands,MHL,1993,177418464,84272,
Marshall Islands,MHL,1994,187846624,84272,
Marshall Islands,MHL,1995,203274944,87936,
Marshall Islands,MHL,1996,182331648,87936,
Marshall Islands,MHL,1997,170579152,87936,
Marshall Islands,MHL,1998,169181440,91600,
Marshall Islands,MHL,1999,167057968,87936,
Marshall Islands,MHL,2000,169320080,98928,
Marshall Islands,MHL,2001,180878000,102592,
Marshall Islands,MHL,2002,187645472,109920,
Marshall Islands,MHL,2003,184613344,106256,
Marshall Islands,MHL,2004,186365872,117248,
Marshall Islands,MHL,2005,190751888,113584,
Marshall Islands,MHL,2006,190082624,120912,
Marshall Islands,MHL,2007,196223056,124576,
Marshall Islands,MHL,2008,184097280,128240.01,
Marshall Islands,MHL,2009,189959904,131904,
Marshall Islands,MHL,2010,202627648,135568,
Marshall Islands,MHL,2011,201386944,139232,
Marshall Islands,MHL,2012,196764688,135568,
Marshall Islands,MHL,2013,204670656,139232,
Marshall Islands,MHL,2014,202725600,142896,
Marshall Islands,MHL,2015,205997424,142896,
Marshall Islands,MHL,2016,208702704,142896,
Marshall Islands,MHL,2017,215486704,146560,
Marshall Islands,MHL,2018,223189808,146560,
Marshall Islands,MHL,2019,238020032,146560,
Marshall Islands,MHL,2020,232765488,154682,
Marshall Islands,MHL,2021,,158962,
Martinique,MTQ,1990,,1716786,
Martinique,MTQ,1991,,1596702,
Martinique,MTQ,1992,,1754210,
Martinique,MTQ,1993,,1887224,
Martinique,MTQ,1994,,2029213,
Martinique,MTQ,1995,,2056729.1,
Martinique,MTQ,1996,,2036559.1,
Martinique,MTQ,1997,,2004326.1,
Martinique,MTQ,1998,,1785451,
Martinique,MTQ,1999,,1930074,
Martinique,MTQ,2000,,1993870,
Martinique,MTQ,2001,,2019820.9,
Martinique,MTQ,2002,,2040566,
Martinique,MTQ,2003,,2189921,
Martinique,MTQ,2004,,2322967,
Martinique,MTQ,2005,,2449329,
Martinique,MTQ,2006,,2381888,
Martinique,MTQ,2007,,2151970,
Martinique,MTQ,2008,,2163148,
Martinique,MTQ,2009,,2301237,
Martinique,MTQ,2010,,2297588,
Martinique,MTQ,2011,,2295034,
Martinique,MTQ,2012,,2273451,
Martinique,MTQ,2013,,2233040,
Martinique,MTQ,2014,,2223586,
Martinique,MTQ,2015,,2258053,
Martinique,MTQ,2016,,2309540,
Martinique,MTQ,2017,,2278873,
Martinique,MTQ,2018,,2265687,
Martinique,MTQ,2019,,2321087,
Martinique,MTQ,2020,,2100146,
Martinique,MTQ,2021,,2100146,
Mauritania,MRT,1990,9251675136,853712,
Mauritania,MRT,1991,9417102336,868368,
Mauritania,MRT,1992,9593590784,905008,
Mauritania,MRT,1993,10157083648,926992,
Mauritania,MRT,1994,9846202368,956304,
Mauritania,MRT,1995,10813080576,1014928,
Mauritania,MRT,1996,11442274304,1062560,
Mauritania,MRT,1997,10979469312,1077216,
Mauritania,MRT,1998,11284457472,1069888,
Mauritania,MRT,1999,11698955264,1095536,
Mauritania,MRT,2000,11240587264,1113856,
Mauritania,MRT,2001,11150720000,1172480,
Mauritania,MRT,2002,11304765440,1249424,
Mauritania,MRT,2003,12087990272,1289728,
Mauritania,MRT,2004,12660084736,1384992,
Mauritania,MRT,2005,13744584704,1436288,
Mauritania,MRT,2006,16264406016,1421632,
Mauritania,MRT,2007,15944091648,1637808,
Mauritania,MRT,2008,15891303424,1773376,
Mauritania,MRT,2009,15906857984,1960240,
Mauritania,MRT,2010,16323653632,2044512,
Mauritania,MRT,2011,17004804096,2154432,
Mauritania,MRT,2012,17764921344,2447570,
Mauritania,MRT,2013,18502309888,2168864,
Mauritania,MRT,2014,19293251584,2566415,
Mauritania,MRT,2015,20330522624,3002494,
Mauritania,MRT,2016,20586870784,2627100,
Mauritania,MRT,2017,21877780480,3419924,
Mauritania,MRT,2018,22868131840,3664324,
Mauritania,MRT,2019,24185321472,3773920,
Mauritania,MRT,2020,23758856192,3855281,
Mauritania,MRT,2021,,4118111.2,
Mauritius,MUS,1990,8459114496,1461936,2717589.2
Mauritius,MUS,1991,8834314240,1520560,2866986.2
Mauritius,MUS,1992,9409666048,1707424,3191379.8
Mauritius,MUS,1993,9887870976,1773376,3278331
Mauritius,MUS,1994,10296848384,1623152,3272579.5
Mauritius,MUS,1995,10738350080,1828336,3550419
Mauritius,MUS,1996,11338391552,1949248,4118483.5
Mauritius,MUS,1997,11983260672,1996880,4093690
Mauritius,MUS,1998,12710877184,2169088,3837827.2
Mauritius,MUS,1999,13042749440,2425568,4115924.8
Mauritius,MUS,2000,14112618496,2689376,4978197.5
Mauritius,MUS,2001,14585043968,2861584,4814052.5
Mauritius,MUS,2002,14820581376,2883568,4861097
Mauritius,MUS,2003,15698765824,3059440,4759150.5
Mauritius,MUS,2004,16378525696,3088752,5127715.5
Mauritius,MUS,2005,16669661184,3293936,4495158
Mauritius,MUS,2006,17480730624,3627360,4852311
Mauritius,MUS,2007,18481854464,3685984,4778040.5
Mauritius,MUS,2008,19477465088,3766592,5363943
Mauritius,MUS,2009,20123158528,3707968,4920554.5
Mauritius,MUS,2010,21003991040,3913152,4940309.5
Mauritius,MUS,2011,21860435968,3916816,5022522.5
Mauritius,MUS,2012,22624702464,3964448,5109447.5
Mauritius,MUS,2013,23384985600,4067040,5263977
Mauritius,MUS,2014,24260653056,4206272,5431293
Mauritius,MUS,2015,25122652160,4209936,5152094.5
Mauritius,MUS,2016,26086842368,4345504,5464333.5
Mauritius,MUS,2017,27081834496,4536032,5840432.5
Mauritius,MUS,2018,28100024320,4514048,5940114
Mauritius,MUS,2019,28946501632,4521376,5971773
Mauritius,MUS,2020,24635011072,4208353,5835505.5
Mauritius,MUS,2021,,4471674,
Mayotte,MYT,1990,,66997,
Mayotte,MYT,1991,,75821,
Mayotte,MYT,1992,,81095,
Mayotte,MYT,1993,,91170,
Mayotte,MYT,1994,,99564,
Mayotte,MYT,1995,,110268,
Mayotte,MYT,1996,,118405,
Mayotte,MYT,1997,,123837,
Mayotte,MYT,1998,,122407,
Mayotte,MYT,1999,,150218,
Mayotte,MYT,2000,,164306,
Mayotte,MYT,2001,,171900,
Mayotte,MYT,2002,,187088,
Mayotte,MYT,2003,,191151,
Mayotte,MYT,2004,,210010,
Mayotte,MYT,2005,,225322,
Mayotte,MYT,2006,,243650,
Mayotte,MYT,2007,,255598.02,
Mayotte,MYT,2008,,289258,
Mayotte,MYT,2009,,293775,
Mayotte,MYT,2010,,298973,
Mayotte,MYT,2011,,298641,
Mayotte,MYT,2012,,295832,
Mayotte,MYT,2013,,290574,
Mayotte,MYT,2014,,289344,
Mayotte,MYT,2015,,293829,
Mayotte,MYT,2016,,300528,
Mayotte,MYT,2017,,296538,
Mayotte,MYT,2018,,294822,
Mayotte,MYT,2019,,302031,
Mayotte,MYT,2020,,273281,
Mayotte,MYT,2021,,273281,
Mexico,MEX,1990,1.25487E+12,317042370,320941900
Mexico,MEX,1991,1.30776E+12,330133150,338299420
Mexico,MEX,1992,1.35407E+12,332780160,345926300
Mexico,MEX,1993,1.38035E+12,338067200,352069280
Mexico,MEX,1994,1.44856E+12,351528160,364017820
Mexico,MEX,1995,1.35742E+12,331596600,322434880
Mexico,MEX,1996,1.44937E+12,345766100,341245800
Mexico,MEX,1997,1.5486E+12,368644800,379160960
Mexico,MEX,1998,1.62857E+12,388356900,403683500
Mexico,MEX,1999,1.67341E+12,390516450,410259000
Mexico,MEX,2000,1.75612E+12,396066370,442030880
Mexico,MEX,2001,1.74902E+12,410697950,449980030
Mexico,MEX,2002,1.74832E+12,411967680,453147780
Mexico,MEX,2003,1.77361E+12,437757540,452918700
Mexico,MEX,2004,1.84315E+12,438856700,470420130
Mexico,MEX,2005,1.88568E+12,463993180,490935680
Mexico,MEX,2006,1.97045E+12,476565220,503545800
Mexico,MEX,2007,2.0156E+12,479786800,499895040
Mexico,MEX,2008,2.03865E+12,492979680,517972060
Mexico,MEX,2009,1.93089E+12,475903040,498190460
Mexico,MEX,2010,2.02972E+12,463782500,501144930
Mexico,MEX,2011,2.10406E+12,484164860,538366400
Mexico,MEX,2012,2.1807E+12,501568830,548751360
Mexico,MEX,2013,2.21023E+12,495485200,557365700
Mexico,MEX,2014,2.27322E+12,484113700,548906050
Mexico,MEX,2015,2.34808E+12,479519780,539660200
Mexico,MEX,2016,2.40984E+12,479789760,529129730
Mexico,MEX,2017,2.46077E+12,465620930,516528130
Mexico,MEX,2018,2.51478E+12,475268930,526145340
Mexico,MEX,2019,2.51034E+12,472191500,516617730
Mexico,MEX,2020,2.30175E+12,391706200,432383870
Mexico,MEX,2021,,407205060,
Micronesia (country),FSM,1990,288479104,,
Micronesia (country),FSM,1991,309905408,,
Micronesia (country),FSM,1992,322326464,135568,
Micronesia (country),FSM,1993,348565952,142896,
Micronesia (country),FSM,1994,346702816,153888,
Micronesia (country),FSM,1995,371022144,179536,
Micronesia (country),FSM,1996,359214848,183200,
Micronesia (country),FSM,1997,337443072,194192,
Micronesia (country),FSM,1998,347061920,201520,
Micronesia (country),FSM,1999,351832096,190528,
Micronesia (country),FSM,2000,368839296,179536,
Micronesia (country),FSM,2001,376834272,164880,
Micronesia (country),FSM,2002,378895552,150224,
Micronesia (country),FSM,2003,384852224,161216,
Micronesia (country),FSM,2004,372998176,142896,
Micronesia (country),FSM,2005,380614304,117248,
Micronesia (country),FSM,2006,380305792,113584,
Micronesia (country),FSM,2007,373322688,131904,
Micronesia (country),FSM,2008,364331232,109920,
Micronesia (country),FSM,2009,368313728,146560,
Micronesia (country),FSM,2010,376635392,102592,
Micronesia (country),FSM,2011,388644672,117248,
Micronesia (country),FSM,2012,381389376,124576,
Micronesia (country),FSM,2013,367355136,135568,
Micronesia (country),FSM,2014,358884768,135568,
Micronesia (country),FSM,2015,375472000,142896,
Micronesia (country),FSM,2016,378851936,142896,
Micronesia (country),FSM,2017,389013440,142896,
Micronesia (country),FSM,2018,389836800,142896,
Micronesia (country),FSM,2019,394416608,146560,
Micronesia (country),FSM,2020,387453504,154682,
Micronesia (country),FSM,2021,,158962,
Middle East (GCP),,1990,,845308000,892771300
Middle East (GCP),,1991,,932506050,982022460
Middle East (GCP),,1992,,1020157440,1099289900
Middle East (GCP),,1993,,1104870800,1134003000
Middle East (GCP),,1994,,1146527200,1151002900
Middle East (GCP),,1995,,1103799800,1126714100
Middle East (GCP),,1996,,1120660600,1109737300
Middle East (GCP),,1997,,1101664600,1100859100
Middle East (GCP),,1998,,1145378800,1186515000
Middle East (GCP),,1999,,1238008700,1093931300
Middle East (GCP),,2000,,1363421400,1116869900
Middle East (GCP),,2001,,1383398800,1141417900
Middle East (GCP),,2002,,1401395100,1159011100
Middle East (GCP),,2003,,1492858600,1389654000
Middle East (GCP),,2004,,1623910400,1524150300
Middle East (GCP),,2005,,1688182800,1590665500
Middle East (GCP),,2006,,1805617400,1738210700
Middle East (GCP),,2007,,1802438400,1809660300
Middle East (GCP),,2008,,1942683600,1949320200
Middle East (GCP),,2009,,2030839300,2027077600
Middle East (GCP),,2010,,2129594600,2112866400
Middle East (GCP),,2011,,2184927200,2145471000
Middle East (GCP),,2012,,2342815500,2257823700
Middle East (GCP),,2013,,2297087500,2268428000
Middle East (GCP),,2014,,2412376300,2329181700
Middle East (GCP),,2015,,2522868700,2549258500
Middle East (GCP),,2016,,2530027300,2548411100
Middle East (GCP),,2017,,2641287000,2567451100
Middle East (GCP),,2018,,2626049800,2452001500
Middle East (GCP),,2019,,2627109000,2459925200
Middle East (GCP),,2020,,2625686500,2485953000
Middle East (GCP),,2021,,2726589700,
Middle East and North Africa,,1990,2.65813E+12,,
Middle East and North Africa,,1991,2.77812E+12,,
Middle East and North Africa,,1992,2.89874E+12,,
Middle East and North Africa,,1993,2.96305E+12,,
Middle East and North Africa,,1994,3.02363E+12,,
Middle East and North Africa,,1995,3.09966E+12,,
Middle East and North Africa,,1996,3.24722E+12,,
Middle East and North Africa,,1997,3.35126E+12,,
Middle East and North Africa,,1998,3.5054E+12,,
Middle East and North Africa,,1999,3.56834E+12,,
Middle East and North Africa,,2000,3.80064E+12,,
Middle East and North Africa,,2001,3.85255E+12,,
Middle East and North Africa,,2002,3.91119E+12,,
Middle East and North Africa,,2003,4.11747E+12,,
Middle East and North Africa,,2004,4.4356E+12,,
Middle East and North Africa,,2005,4.65204E+12,,
Middle East and North Africa,,2006,4.91051E+12,,
Middle East and North Africa,,2007,5.16644E+12,,
Middle East and North Africa,,2008,5.41025E+12,,
Middle East and North Africa,,2009,5.45757E+12,,
Middle East and North Africa,,2010,5.72477E+12,,
Middle East and North Africa,,2011,5.9401E+12,,
Middle East and North Africa,,2012,6.15613E+12,,
Middle East and North Africa,,2013,6.31758E+12,,
Middle East and North Africa,,2014,6.50587E+12,,
Middle East and North Africa,,2015,6.69732E+12,,
Middle East and North Africa,,2016,7.03087E+12,,
Middle East and North Africa,,2017,7.15994E+12,,
Middle East and North Africa,,2018,7.25752E+12,,
Middle East and North Africa,,2019,7.32555E+12,,
Middle East and North Africa,,2020,7.06615E+12,,
Middle income,,1990,1.82926E+13,,
Middle income,,1991,1.84102E+13,,
Middle income,,1992,1.849E+13,,
Middle income,,1993,1.8919E+13,,
Middle income,,1994,1.93094E+13,,
Middle income,,1995,1.99775E+13,,
Middle income,,1996,2.09748E+13,,
Middle income,,1997,2.19212E+13,,
Middle income,,1998,2.23385E+13,,
Middle income,,1999,2.31797E+13,,
Middle income,,2000,2.4503E+13,,
Middle income,,2001,2.53946E+13,,
Middle income,,2002,2.65587E+13,,
Middle income,,2003,2.81319E+13,,
Middle income,,2004,3.02573E+13,,
Middle income,,2005,3.23491E+13,,
Middle income,,2006,3.48817E+13,,
Middle income,,2007,3.77914E+13,,
Middle income,,2008,3.98473E+13,,
Middle income,,2009,4.08317E+13,,
Middle income,,2010,4.385E+13,,
Middle income,,2011,4.64435E+13,,
Middle income,,2012,4.88459E+13,,
Middle income,,2013,5.13821E+13,,
Middle income,,2014,5.37896E+13,,
Middle income,,2015,5.6087E+13,,
Middle income,,2016,5.87128E+13,,
Middle income,,2017,6.17058E+13,,
Middle income,,2018,6.46302E+13,,
Middle income,,2019,6.70758E+13,,
Middle income,,2020,6.56978E+13,,
Moldova,MDA,1990,,36534304,
Moldova,MDA,1991,,29536258,
Moldova,MDA,1992,,20978058,
Moldova,MDA,1993,,15845813,
Moldova,MDA,1994,,12426964,
Moldova,MDA,1995,16816807936,11405406,
Moldova,MDA,1996,15828473856,11687090,
Moldova,MDA,1997,16089179136,7301343,
Moldova,MDA,1998,15036594176,6443838,
Moldova,MDA,1999,14530123776,4684538,
Moldova,MDA,2000,14836377600,3572952,
Moldova,MDA,2001,15741395968,3786589,
Moldova,MDA,2002,16969225216,4051736,
Moldova,MDA,2003,18089193472,4404268,
Moldova,MDA,2004,19427794944,4613424,
Moldova,MDA,2005,20884879360,4937548,
Moldova,MDA,2006,21887352832,5029747,
Moldova,MDA,2007,22543974400,4978554,
Moldova,MDA,2008,24302403584,5190380,
Moldova,MDA,2009,22844260352,4539512,
Moldova,MDA,2010,24466202624,4830905,
Moldova,MDA,2011,25889685504,4944974,
Moldova,MDA,2012,25737007104,4765682,
Moldova,MDA,2013,28064626688,4899358,
Moldova,MDA,2014,29467752448,4758816,
Moldova,MDA,2015,29368082432,4781760,
Moldova,MDA,2016,30662887424,4903671,
Moldova,MDA,2017,32101220352,5220511,
Moldova,MDA,2018,33482047488,5445450,
Moldova,MDA,2019,34715328512,5490665,
Moldova,MDA,2020,32295999488,5250277,
Moldova,MDA,2021,,5601510,
Mongolia,MNG,1990,10872166400,9791058,8913185
Mongolia,MNG,1991,9926989824,11959794,8747404
Mongolia,MNG,1992,9008101376,10942613,9180977
Mongolia,MNG,1993,8722653184,9193024,6055614.5
Mongolia,MNG,1994,8908827648,7864772,5834031.5
Mongolia,MNG,1995,9476892672,7837062,5945101
Mongolia,MNG,1996,9688710144,7935414,7481597.5
Mongolia,MNG,1997,10066251776,7615103,6074468.5
Mongolia,MNG,1998,10402458624,7621516,6395973
Mongolia,MNG,1999,10721852416,7487592,6617754.5
Mongolia,MNG,2000,10844731392,7431864,7049607.5
Mongolia,MNG,2001,11164944384,7803958,7490894.5
Mongolia,MNG,2002,11693379584,8196567.5,7791458
Mongolia,MNG,2003,12512457728,7930966,8287724.5
Mongolia,MNG,2004,13841956864,8501100,8503377
Mongolia,MNG,2005,14846006272,8515106,8724425
Mongolia,MNG,2006,16116264960,9281176,9574754
Mongolia,MNG,2007,17767862272,11957832,12254245
Mongolia,MNG,2008,19349268480,11917791,13081140
Mongolia,MNG,2009,19103803392,13026382,13446408
Mongolia,MNG,2010,20319791104,13772318,14678463
Mongolia,MNG,2011,23833241600,21367866,23294266
Mongolia,MNG,2012,26769453056,34999852,36676044
Mongolia,MNG,2013,29887805440,43478040,43470130
Mongolia,MNG,2014,32244525056,29626120,29182806
Mongolia,MNG,2015,33011892224,23282276,23366118
Mongolia,MNG,2016,33503698944,25629142,23766102
Mongolia,MNG,2017,35392262144,34135360,30392548
Mongolia,MNG,2018,38133350400,45315640,40776430
Mongolia,MNG,2019,40269672448,47254524,41924484
Mongolia,MNG,2020,38434279424,49605190,43202604
Mongolia,MNG,2021,,50315916,
Montenegro,MNE,1990,,1915340,
Montenegro,MNE,1991,,1355041,
Montenegro,MNE,1992,,1483274,
Montenegro,MNE,1993,,1293620,
Montenegro,MNE,1994,,1256653,
Montenegro,MNE,1995,,1327336,
Montenegro,MNE,1996,,1552994,
Montenegro,MNE,1997,7667314688,1669797,
Montenegro,MNE,1998,8043013632,1757580,
Montenegro,MNE,1999,7286970368,1211858,
Montenegro,MNE,2000,7512866304,1520843,
Montenegro,MNE,2001,7595495936,1667268,
Montenegro,MNE,2002,7740109312,1766249,
Montenegro,MNE,2003,7932269568,1889193,
Montenegro,MNE,2004,8283356160,2041277.9,
Montenegro,MNE,2005,8629650432,1750836,
Montenegro,MNE,2006,9368902656,2062832.1,
Montenegro,MNE,2007,10006938624,2055504.1,
Montenegro,MNE,2008,10729714688,2605104,
Montenegro,MNE,2009,10107917312,1681776,
Montenegro,MNE,2010,10384302080,2421904,
Montenegro,MNE,2011,10719553536,2407248,
Montenegro,MNE,2012,10427575296,2213056,
Montenegro,MNE,2013,10797647872,2150768,
Montenegro,MNE,2014,10990245888,2106800,
Montenegro,MNE,2015,11362856960,2238704,
Montenegro,MNE,2016,11697979392,2015199.9,
Montenegro,MNE,2017,12249710592,2103136,
Montenegro,MNE,2018,12871737344,2399920,
Montenegro,MNE,2019,13394708480,2476864,
Montenegro,MNE,2020,11344395264,2451262,
Montenegro,MNE,2021,,1751386,
Montserrat,MSR,1990,,29312,
Montserrat,MSR,1991,,29312,
Montserrat,MSR,1992,,29312,
Montserrat,MSR,1993,,29312,
Montserrat,MSR,1994,,32976,
Montserrat,MSR,1995,,32976,
Montserrat,MSR,1996,,36640,
Montserrat,MSR,1997,,32976,
Montserrat,MSR,1998,,29312,
Montserrat,MSR,1999,,36640,
Montserrat,MSR,2000,,25648,
Montserrat,MSR,2001,,25648,
Montserrat,MSR,2002,,47632,
Montserrat,MSR,2003,,36640,
Montserrat,MSR,2004,,47632,
Montserrat,MSR,2005,,40304,
Montserrat,MSR,2006,,40304,
Montserrat,MSR,2007,,40304,
Montserrat,MSR,2008,,47632,
Montserrat,MSR,2009,,43968,
Montserrat,MSR,2010,,58624,
Montserrat,MSR,2011,,36640,
Montserrat,MSR,2012,,40304,
Montserrat,MSR,2013,,47632,
Montserrat,MSR,2014,,47632,
Montserrat,MSR,2015,,54960,
Montserrat,MSR,2016,,29312,
Montserrat,MSR,2017,,29312,
Montserrat,MSR,2018,,29312,
Montserrat,MSR,2019,,21984,
Montserrat,MSR,2020,,18770,
Montserrat,MSR,2021,,20678,
Morocco,MAR,1990,95514009600,22297998,30474828
Morocco,MAR,1991,1.02406E+11,23688164,30785192
Morocco,MAR,1992,1.00258E+11,24736784,35812210
Morocco,MAR,1993,99515662336,26778886,35075292
Morocco,MAR,1994,1.10052E+11,28123800,35622028
Morocco,MAR,1995,1.04104E+11,28750270,36399964
Morocco,MAR,1996,1.16984E+11,29524522,33355752
Morocco,MAR,1997,1.15158E+11,29977578,32086636
Morocco,MAR,1998,1.23494E+11,30881156,34815748
Morocco,MAR,1999,1.2483E+11,31985668,37921244
Morocco,MAR,2000,1.27217E+11,33199036,38049980
Morocco,MAR,2001,1.3653E+11,36805700,41040936
Morocco,MAR,2002,1.40791E+11,37306284,42840600
Morocco,MAR,2003,1.49184E+11,36570124,39484430
Morocco,MAR,2004,1.56341E+11,42225556,45383690
Morocco,MAR,2005,1.61487E+11,44660772,46953776
Morocco,MAR,2006,1.73719E+11,46249416,49378950
Morocco,MAR,2007,1.79854E+11,48912716,54146468
Morocco,MAR,2008,1.90507E+11,51369080,59469370
Morocco,MAR,2009,1.98592E+11,50859732,56459856
Morocco,MAR,2010,2.06169E+11,54365200,58322804
Morocco,MAR,2011,2.16984E+11,54867636,61873132
Morocco,MAR,2012,2.23516E+11,56953540,63108844
Morocco,MAR,2013,2.33653E+11,56606420,62461412
Morocco,MAR,2014,2.3989E+11,57174916,62034764
Morocco,MAR,2015,2.50773E+11,58495180,62134140
Morocco,MAR,2016,2.5343E+11,58457476,64197110
Morocco,MAR,2017,2.64213E+11,61472124,65410788
Morocco,MAR,2018,2.72532E+11,63010040,67042544
Morocco,MAR,2019,2.79639E+11,68607540,70264010
Morocco,MAR,2020,2.62041E+11,64720320,66145996
Morocco,MAR,2021,,70577660,
Mozambique,MOZ,1990,6121236480,988736,3985350.8
Mozambique,MOZ,1991,6422735360,948792,3797573
Mozambique,MOZ,1992,6029361152,1038198,3696447.2
Mozambique,MOZ,1993,6668384768,1191645,4160086.5
Mozambique,MOZ,1994,7104056832,1079627,4149458
Mozambique,MOZ,1995,7264590848,1108989,4450078.5
Mozambique,MOZ,1996,8078408192,1091814,2998788.2
Mozambique,MOZ,1997,8991354880,1170237,1921619.5
Mozambique,MOZ,1998,9884308480,1111895,2912883.8
Mozambique,MOZ,1999,11040626688,1168343,4152484.8
Mozambique,MOZ,2000,11170939904,1321945,4568258.5
Mozambique,MOZ,2001,12521157632,1553994,5120380.5
Mozambique,MOZ,2002,13684504576,1537057,4915506
Mozambique,MOZ,2003,14625797120,1855517,5310038.5
Mozambique,MOZ,2004,15783634944,1863973,5342903
Mozambique,MOZ,2005,16832601088,1769698,5766190.5
Mozambique,MOZ,2006,18464415744,1915622,6254402.5
Mozambique,MOZ,2007,19891668992,2188865,7446637
Mozambique,MOZ,2008,21347293184,2179933,8593922
Mozambique,MOZ,2009,22696056832,2439006,9000859
Mozambique,MOZ,2010,24171835392,2634548,8598766
Mozambique,MOZ,2011,25964752896,3106628,11319579
Mozambique,MOZ,2012,27849388032,3054730,10188140
Mozambique,MOZ,2013,29788710912,3581798,13899641
Mozambique,MOZ,2014,31992631296,7920571,18529926
Mozambique,MOZ,2015,34143586304,6312897,15419313
Mozambique,MOZ,2016,35449311232,8159370.5,16174827
Mozambique,MOZ,2017,36775579648,6949325,12998828
Mozambique,MOZ,2018,38042062848,7079789,13073336
Mozambique,MOZ,2019,38922588160,7146829,13802268
Mozambique,MOZ,2020,38442319872,6669406,13091651
Mozambique,MOZ,2021,,7156209,
Myanmar,MMR,1990,23322433536,4235719,
Myanmar,MMR,1991,23569436672,4137416,
Myanmar,MMR,1992,24627312640,4841915,
Myanmar,MMR,1993,26540050432,5303029,
Myanmar,MMR,1994,28339404800,6195949,
Myanmar,MMR,1995,30380820480,6907278,
Myanmar,MMR,1996,32412356608,7202638,
Myanmar,MMR,1997,34368376832,7444900,
Myanmar,MMR,1998,36348633088,8036073.5,
Myanmar,MMR,1999,39430283264,8929950,
Myanmar,MMR,2000,44326809600,10179401,
Myanmar,MMR,2001,49853358080,8831680,
Myanmar,MMR,2002,55687716864,9285877,
Myanmar,MMR,2003,62919503872,9944164,
Myanmar,MMR,2004,71536508928,12512992,
Myanmar,MMR,2005,81241825280,11521173,
Myanmar,MMR,2006,92052570112,12779149,
Myanmar,MMR,2007,1.0356E+11,12798005,
Myanmar,MMR,2008,1.15028E+11,9729640,
Myanmar,MMR,2009,1.27002E+11,10163186,
Myanmar,MMR,2010,1.39791E+11,13079121,
Myanmar,MMR,2011,1.50303E+11,15039032,
Myanmar,MMR,2012,1.60051E+11,11822064,
Myanmar,MMR,2013,1.72693E+11,12722144,
Myanmar,MMR,2014,1.86853E+11,15849349,
Myanmar,MMR,2015,1.92977E+11,21887144,
Myanmar,MMR,2016,2.13255E+11,21140408,
Myanmar,MMR,2017,2.25517E+11,23630086,
Myanmar,MMR,2018,2.39961E+11,34783468,
Myanmar,MMR,2019,2.5616E+11,34609116,
Myanmar,MMR,2020,2.6429E+11,36088892,
Myanmar,MMR,2021,,36306760,
